	participant	target	time	age	gender	glasses			
208	13	1	2,334	27	m	TRUE	63,018		
209	13	2	6,246	27	m	TRUE	168,642		
210	13	7	2,349	27	m	TRUE	63,423		
211	13	0	2,683	27	m	TRUE	72,441		
212	13	8	5,914	27	m	TRUE	159,678		
213	13	7	3,281	27	m	TRUE	88,587		
214	13	6	7,431	27	m	TRUE	200,637		
215	13	2	3,231	27	m	TRUE	87,237		
216	13	6	2,383	27	m	TRUE	64,341		
217	13	5	4,131	27	m	TRUE	111,537		
218	13	4	2,332	27	m	TRUE	62,964		
219	13	7	2,366	27	m	TRUE	63,882		
220	13	2	8,646	27	m	TRUE	233,442		
221	13	5	6,847	27	m	TRUE	184,869		
222	13	1	3,533	27	m	TRUE	95,391		
223	13	8	2,365	27	m	TRUE	63,855		
224	13	0	2,351	27	m	TRUE	63,477		
225	13	5	2,331	27	m	TRUE	62,937		
226	13	2	2,349	27	m	TRUE	63,423		
227	13	4	2,366	27	m	TRUE	63,882		
228	13	8	2,351	27	m	TRUE	63,477		
229	13	0	2,332	27	m	TRUE	62,964		
230	13	5	2,366	27	m	TRUE	63,882		
231	13	3	3,832	27	m	TRUE	103,464		
232	13	5	5,348	27	m	TRUE	144,396		
233	13	2	3,232	27	m	TRUE	87,264		
234	13	6	2,365	27	m	TRUE	63,855		
235	13	7	4,151	27	m	TRUE	112,077		
236	13	8	2,346	27	m	TRUE	63,342		
237	13	3	3,849	27	m	TRUE	103,923		
238	13	2	4,448	27	m	TRUE	120,096		
239	13	7	2,364	27	m	TRUE	63,828		
240	13	1	4,417	27	m	TRUE	119,259		
241	13	3	2,367	27	m	TRUE	63,909		
242	13	8	2,346	27	m	TRUE	63,342		
243	13	2	2,349	27	m	TRUE	63,423		
244	13	1	2,332	27	m	TRUE	62,964		
245	13	6	2,35	27	m	TRUE	63,45		
246	13	4	2,366	27	m	TRUE	63,882		
247	13	8	3,55	27	m	TRUE	95,85		
248	13	2	3,863	27	m	TRUE	104,301		
249	13	8	2,332	27	m	TRUE	62,964		
250	13	0	2,332	27	m	TRUE	62,964		
251	13	7	2,365	27	m	TRUE	63,855		
252	13	2	2,932	27	m	TRUE	79,164		
253	13	1	2,366	27	m	TRUE	63,882		
254	14	7	2,497	29	m	FALSE	72,413		
255	14	2	2,381	29	m	FALSE	69,049		
256	14	9	2,317	29	m	FALSE	67,193		
257	14	8	2,35	29	m	FALSE	68,15		
258	14	7	2,366	29	m	FALSE	68,614		
259	14	1	2,349	29	m	FALSE	68,121		
260	14	2	2,35	29	m	FALSE	68,15		
261	14	7	2,349	29	m	FALSE	68,121		
262	14	0	2,349	29	m	FALSE	68,121		
263	14	8	2,366	29	m	FALSE	68,614		
264	14	7	2,333	29	m	FALSE	67,657		
265	14	6	2,35	29	m	FALSE	68,15		
266	14	2	2,348	29	m	FALSE	68,092		
267	14	6	2,366	29	m	FALSE	68,614		
268	14	5	2,316	29	m	FALSE	67,164		
269	14	4	2,366	29	m	FALSE	68,614		
270	14	7	2,333	29	m	FALSE	67,657		
271	14	2	2,35	29	m	FALSE	68,15		
272	14	5	2,351	29	m	FALSE	68,179		
273	14	1	2,349	29	m	FALSE	68,121		
274	14	8	2,349	29	m	FALSE	68,121		
275	14	0	2,382	29	m	FALSE	69,078		
276	14	5	2,333	29	m	FALSE	67,657		
277	14	2	2,332	29	m	FALSE	67,628		
278	14	4	2,349	29	m	FALSE	68,121		
279	14	8	2,349	29	m	FALSE	68,121		
280	14	0	2,367	29	m	FALSE	68,643		
281	14	5	2,315	29	m	FALSE	67,135		
282	14	3	2,366	29	m	FALSE	68,614		
283	14	5	2,332	29	m	FALSE	67,628		
284	14	2	2,365	29	m	FALSE	68,585		
285	14	6	2,333	29	m	FALSE	67,657		
286	14	7	2,348	29	m	FALSE	68,092		
287	14	8	2,333	29	m	FALSE	67,657		
288	14	3	2,365	29	m	FALSE	68,585		
289	14	2	2,333	29	m	FALSE	67,657		
290	14	7	2,382	29	m	FALSE	69,078		
291	14	1	2,315	29	m	FALSE	67,135		
292	14	3	2,383	29	m	FALSE	69,107		
293	14	8	2,332	29	m	FALSE	67,628		
294	14	2	2,349	29	m	FALSE	68,121		
295	14	1	2,332	29	m	FALSE	67,628		
296	14	6	2,365	29	m	FALSE	68,585		
297	14	4	2,334	29	m	FALSE	67,686		
298	14	8	2,364	29	m	FALSE	68,556		
299	14	2	2,349	29	m	FALSE	68,121		
300	14	8	2,367	29	m	FALSE	68,643		
301	14	0	2,315	29	m	FALSE	67,135		
302	14	7	2,366	29	m	FALSE	68,614		
303	14	2	2,333	29	m	FALSE	67,657		
304	14	1	2,349	29	m	FALSE	68,121		
305	15	7	3,245	24	m	TRUE	77,88		
306	15	2	2,332	24	m	TRUE	55,968		
307	15	9	2,349	24	m	TRUE	56,376		
308	15	8	2,35	24	m	TRUE	56,4		
309	15	7	2,948	24	m	TRUE	70,752		
310	15	1	3,548	24	m	TRUE	85,152		
311	15	2	2,334	24	m	TRUE	56,016		
312	15	7	2,366	24	m	TRUE	56,784		
313	15	0	2,349	24	m	TRUE	56,376		
314	15	8	2,349	24	m	TRUE	56,376		
315	15	7	2,333	24	m	TRUE	55,992		
316	15	6	2,351	24	m	TRUE	56,424		
317	15	2	2,348	24	m	TRUE	56,352		
318	15	6	2,648	24	m	TRUE	63,552		
319	15	5	2,35	24	m	TRUE	56,4		
320	15	4	2,365	24	m	TRUE	56,76		
321	15	7	2,332	24	m	TRUE	55,968		
322	15	2	2,332	24	m	TRUE	55,968		
323	15	5	2,666	24	m	TRUE	63,984		
324	15	1	2,333	24	m	TRUE	55,992		
325	15	8	2,365	24	m	TRUE	56,76		
326	15	0	3,549	24	m	TRUE	85,176		
327	15	5	3,231	24	m	TRUE	77,544		
328	15	2	2,366	24	m	TRUE	56,784		
329	15	4	2,349	24	m	TRUE	56,376		
330	15	8	2,35	24	m	TRUE	56,4		
331	15	0	4,435	24	m	TRUE	106,44		
332	15	5	2,362	24	m	TRUE	56,688		
333	15	3	3,549	24	m	TRUE	85,176		
334	15	5	2,332	24	m	TRUE	55,968		
335	15	2	4,149	24	m	TRUE	99,576		
336	15	6	3,267	24	m	TRUE	78,408		
337	15	7	2,333	24	m	TRUE	55,992		
338	15	8	2,965	24	m	TRUE	71,16		
339	15	3	3,831	24	m	TRUE	91,944		
340	15	2	2,366	24	m	TRUE	56,784		
341	15	7	9,262	24	m	TRUE	222,288		
342	15	1	2,333	24	m	TRUE	55,992		
343	15	3	2,932	24	m	TRUE	70,368		
344	15	8	2,964	24	m	TRUE	71,136		
345	15	2	2,35	24	m	TRUE	56,4		
346	15	1	2,649	24	m	TRUE	63,576		
347	15	6	3,849	24	m	TRUE	92,376		
348	15	4	7,431	24	m	TRUE	178,344		
349	15	8	2,649	24	m	TRUE	63,576		
350	15	2	13,462	24	m	TRUE	323,088		
351	15	8	2,316	24	m	TRUE	55,584		
352	15	0	2,381	24	m	TRUE	57,144		
353	15	7	2,95	24	m	TRUE	70,8		
354	15	2	2,348	24	m	TRUE	56,352		
355	15	1	2,333	24	m	TRUE	55,992		
356	16	7	5,579	34	m	FALSE	189,686		
357	16	2	23,94	34	m	FALSE	813,96		
358	16	9	7,762	34	m	FALSE	263,908		
359	16	8	17,342	34	m	FALSE	589,628		
360	16	7	14,927	34	m	FALSE	507,518		
361	16	1	47,978	34	m	FALSE	1631,252		
362	16	2	11,029	34	m	FALSE	374,986		
363	16	7	2,365	34	m	FALSE	80,41		
364	16	0	6,83	34	m	FALSE	232,22		
365	16	8	19,159	34	m	FALSE	651,406		
366	16	7	24,239	34	m	FALSE	824,126		
367	16	6	7,43	34	m	FALSE	252,62		
368	16	2	3,266	34	m	FALSE	111,044		
369	16	6	2,632	34	m	FALSE	89,488		
370	16	5	4,165	34	m	FALSE	141,61		
371	16	4	2,331	34	m	FALSE	79,254		
372	16	7	2,367	34	m	FALSE	80,478		
373	16	2	5,648	34	m	FALSE	192,032		
374	16	5	5,946	34	m	FALSE	202,164		
375	16	1	2,366	34	m	FALSE	80,444		
376	16	8	2,634	34	m	FALSE	89,556		
377	16	0	2,348	34	m	FALSE	79,832		
378	16	5	4,748	34	m	FALSE	161,432		
379	16	2	2,368	34	m	FALSE	80,512		
380	16	4	3,513	34	m	FALSE	119,442		
381	16	8	5,382	34	m	FALSE	182,988		
382	16	0	2,347	34	m	FALSE	79,798		
383	16	5	2,317	34	m	FALSE	78,778		
384	16	3	2,366	34	m	FALSE	80,444		
385	16	5	2,365	34	m	FALSE	80,41		
386	16	2	2,616	34	m	FALSE	88,944		
387	16	6	2,35	34	m	FALSE	79,9		
388	16	7	2,348	34	m	FALSE	79,832		
389	16	8	2,366	34	m	FALSE	80,444		
390	16	3	2,35	34	m	FALSE	79,9		
391	16	2	2,631	34	m	FALSE	89,454		
392	16	7	2,35	34	m	FALSE	79,9		
393	16	1	2,349	34	m	FALSE	79,866		
394	16	3	2,632	34	m	FALSE	89,488		
395	16	8	2,382	34	m	FALSE	80,988		
396	16	2	3,849	34	m	FALSE	130,866		
397	16	1	14,643	34	m	FALSE	497,862		
398	16	6	4,432	34	m	FALSE	150,688		
399	16	4	2,966	34	m	FALSE	100,844		
400	16	8	2,316	34	m	FALSE	78,744		
401	16	2	3,549	34	m	FALSE	120,666		
402	16	8	3,581	34	m	FALSE	121,754		
403	16	0	2,333	34	m	FALSE	79,322		
404	16	7	4,747	34	m	FALSE	161,398		
405	16	2	2,366	34	m	FALSE	80,444		
406	16	1	2,35	34	m	FALSE	79,9		
407	17	7	2,18	55	m	TRUE	119,9		
408	17	2	2,35	55	m	TRUE	129,25		
409	17	9	2,334	55	m	TRUE	128,37		
410	17	8	2,65	55	m	TRUE	145,75		
411	17	7	2,366	55	m	TRUE	130,13		
412	17	1	2,332	55	m	TRUE	128,26		
413	17	2	2,366	55	m	TRUE	130,13		
414	17	7	2,316	55	m	TRUE	127,38		
415	17	0	2,381	55	m	TRUE	130,955		
416	17	8	2,333	55	m	TRUE	128,315		
417	17	7	2,348	55	m	TRUE	129,14		
418	17	6	2,333	55	m	TRUE	128,315		
419	17	2	2,349	55	m	TRUE	129,195		
420	17	6	5,348	55	m	TRUE	294,14		
421	17	5	4,165	55	m	TRUE	229,075		
422	17	4	2,35	55	m	TRUE	129,25		
423	17	7	2,366	55	m	TRUE	130,13		
424	17	2	2,316	55	m	TRUE	127,38		
425	17	5	2,365	55	m	TRUE	130,075		
426	17	1	5,931	55	m	TRUE	326,205		
427	17	8	2,366	55	m	TRUE	130,13		
428	17	0	3,831	55	m	TRUE	210,705		
429	17	5	5,048	55	m	TRUE	277,64		
430	17	2	5,048	55	m	TRUE	277,64		
431	17	4	3,547	55	m	TRUE	195,085		
432	17	8	2,367	55	m	TRUE	130,185		
433	17	0	3,548	55	m	TRUE	195,14		
434	17	5	2,333	55	m	TRUE	128,315		
435	17	3	5,081	55	m	TRUE	279,455		
436	17	5	2,3	55	m	TRUE	126,5		
437	17	2	25,47	55	m	TRUE	1400,85		
438	17	6	3,532	55	m	TRUE	194,26		
439	17	7	11,079	55	m	TRUE	609,345		
440	17	8	13,128	55	m	TRUE	722,04		
441	17	3	11,661	55	m	TRUE	641,355		
442	17	2	3,548	55	m	TRUE	195,14		
443	17	7	2,35	55	m	TRUE	129,25		
444	17	1	4,748	55	m	TRUE	261,14		
445	17	3	2,366	55	m	TRUE	130,13		
446	17	8	2,649	55	m	TRUE	145,695		
447	17	2	2,332	55	m	TRUE	128,26		
448	17	1	5,348	55	m	TRUE	294,14		
449	17	6	5,299	55	m	TRUE	291,445		
450	17	4	16,16	55	m	TRUE	888,8		
451	17	8	2,632	55	m	TRUE	144,76		
452	17	2	2,349	55	m	TRUE	129,195		
453	17	8	2,333	55	m	TRUE	128,315		
454	17	0	2,351	55	m	TRUE	129,305		
455	17	7	4,746	55	m	TRUE	261,03		
456	17	2	2,665	55	m	TRUE	146,575		
457	17	1	3,548	55	m	TRUE	195,14		
458	18	7	5,129	26	m	TRUE	133,354		
459	18	2	9,844	26	m	TRUE	255,944		
460	18	9	4,449	26	m	TRUE	115,674		
461	18	8	3,831	26	m	TRUE	99,606		
462	18	7	2,384	26	m	TRUE	61,984		
463	18	1	2,332	26	m	TRUE	60,632		
464	18	2	3,249	26	m	TRUE	84,474		
465	18	7	2,332	26	m	TRUE	60,632		
466	18	0	2,382	26	m	TRUE	61,932		
467	18	8	13,41	26	m	TRUE	348,66		
468	18	7	2,966	26	m	TRUE	77,116		
469	18	6	6,814	26	m	TRUE	177,164		
470	18	2	6,597	26	m	TRUE	171,522		
471	18	6	2,314	26	m	TRUE	60,164		
472	18	5	5,349	26	m	TRUE	139,074		
473	18	4	2,349	26	m	TRUE	61,074		
474	18	7	27,57	26	m	TRUE	716,82		
475	18	2	4,749	26	m	TRUE	123,474		
476	18	5	2,331	26	m	TRUE	60,606		
477	18	1	5,365	26	m	TRUE	139,49		
478	18	8	3,848	26	m	TRUE	100,048		
479	18	0	3,549	26	m	TRUE	92,274		
480	18	5	5,63	26	m	TRUE	146,38		
481	18	2	6,864	26	m	TRUE	178,464		
482	18	4	2,349	26	m	TRUE	61,074		
483	18	8	3,549	26	m	TRUE	92,274		
484	18	0	4,431	26	m	TRUE	115,206		
485	18	5	2,667	26	m	TRUE	69,342		
486	18	3	2,332	26	m	TRUE	60,632		
487	18	5	2,35	26	m	TRUE	61,1		
488	18	2	5,647	26	m	TRUE	146,822		
489	18	6	3,547	26	m	TRUE	92,222		
490	18	7	2,332	26	m	TRUE	60,632		
491	18	8	2,366	26	m	TRUE	61,516		
492	18	3	2,333	26	m	TRUE	60,658		
493	18	2	2,684	26	m	TRUE	69,784		
494	18	7	18,225	26	m	TRUE	473,85		
495	18	1	2,349	26	m	TRUE	61,074		
496	18	3	5,065	26	m	TRUE	131,69		
497	18	8	2,316	26	m	TRUE	60,216		
498	18	2	2,35	26	m	TRUE	61,1		
499	18	1	2,382	26	m	TRUE	61,932		
500	18	6	4,131	26	m	TRUE	107,406		
501	18	4	2,349	26	m	TRUE	61,074		
502	18	8	2,332	26	m	TRUE	60,632		
503	18	2	2,365	26	m	TRUE	61,49		
504	18	8	5,631	26	m	TRUE	146,406		
505	18	0	2,366	26	m	TRUE	61,516		
506	18	7	3,848	26	m	TRUE	100,048		
507	18	2	5,063	26	m	TRUE	131,638		
508	18	1	2,635	26	m	TRUE	68,51		
509	19	7	4,329	31	m	FALSE	134,199		
510	19	2	2,349	31	m	FALSE	72,819		
511	19	9	2,317	31	m	FALSE	71,827		
512	19	8	2,366	31	m	FALSE	73,346		
513	19	7	2,332	31	m	FALSE	72,292		
514	19	1	2,382	31	m	FALSE	73,842		
515	19	2	3,216	31	m	FALSE	99,696		
516	19	7	2,666	31	m	FALSE	82,646		
517	19	0	2,366	31	m	FALSE	73,346		
518	19	8	2,333	31	m	FALSE	72,323		
519	19	7	2,316	31	m	FALSE	71,796		
520	19	6	2,365	31	m	FALSE	73,315		
521	19	2	2,366	31	m	FALSE	73,346		
522	19	6	2,351	31	m	FALSE	72,881		
523	19	5	2,334	31	m	FALSE	72,354		
524	19	4	2,366	31	m	FALSE	73,346		
525	19	7	4,447	31	m	FALSE	137,857		
526	19	2	2,333	31	m	FALSE	72,323		
527	19	5	2,348	31	m	FALSE	72,788		
528	19	1	2,35	31	m	FALSE	72,85		
529	19	8	2,349	31	m	FALSE	72,819		
530	19	0	2,349	31	m	FALSE	72,819		
531	19	5	2,349	31	m	FALSE	72,819		
532	19	2	2,333	31	m	FALSE	72,323		
533	19	4	2,349	31	m	FALSE	72,819		
534	19	8	3,853	31	m	FALSE	119,443		
535	19	0	2,362	31	m	FALSE	73,222		
536	19	5	2,364	31	m	FALSE	73,284		
537	19	3	2,334	31	m	FALSE	72,354		
538	19	5	2,35	31	m	FALSE	72,85		
539	19	2	2,349	31	m	FALSE	72,819		
540	19	6	2,349	31	m	FALSE	72,819		
541	19	7	2,332	31	m	FALSE	72,292		
542	19	8	2,366	31	m	FALSE	73,346		
543	19	3	2,349	31	m	FALSE	72,819		
544	19	2	2,333	31	m	FALSE	72,323		
545	19	7	2,349	31	m	FALSE	72,819		
546	19	1	2,364	31	m	FALSE	73,284		
547	19	3	2,333	31	m	FALSE	72,323		
548	19	8	2,367	31	m	FALSE	73,377		
549	19	2	2,331	31	m	FALSE	72,261		
550	19	1	2,366	31	m	FALSE	73,346		
551	19	6	2,316	31	m	FALSE	71,796		
552	19	4	2,381	31	m	FALSE	73,811		
553	19	8	2,616	31	m	FALSE	81,096		
554	19	2	2,366	31	m	FALSE	73,346		
555	19	8	2,366	31	m	FALSE	73,346		
556	19	0	2,315	31	m	FALSE	71,765		
557	19	7	2,367	31	m	FALSE	73,377		
558	19	2	2,351	31	m	FALSE	72,881		
559	19	1	2,333	31	m	FALSE	72,323		
560	20	2	3,832	37	m	FALSE	141,784		
561	20	9	7,131	37	m	FALSE	263,847		
562	20	8	2,399	37	m	FALSE	88,763		
563	20	7	2,315	37	m	FALSE	85,655		
564	20	1	2,35	37	m	FALSE	86,95		
565	20	2	2,366	37	m	FALSE	87,542		
566	20	7	2,332	37	m	FALSE	86,284		
567	20	0	2,349	37	m	FALSE	86,913		
568	20	8	3,549	37	m	FALSE	131,313		
569	20	7	2,332	37	m	FALSE	86,284		
570	20	6	2,35	37	m	FALSE	86,95		
571	20	2	2,349	37	m	FALSE	86,913		
572	20	6	2,365	37	m	FALSE	87,505		
573	20	5	2,333	37	m	FALSE	86,321		
574	20	4	3,882	37	m	FALSE	143,634		
575	20	7	3,531	37	m	FALSE	130,647		
576	20	2	2,352	37	m	FALSE	87,024		
577	20	5	3,247	37	m	FALSE	120,139		
578	20	1	9,229	37	m	FALSE	341,473		
579	20	8	2,366	37	m	FALSE	87,542		
580	20	0	8,646	37	m	FALSE	319,902		
581	20	5	2,333	37	m	FALSE	86,321		
582	20	2	2,366	37	m	FALSE	87,542		
583	20	4	2,333	37	m	FALSE	86,321		
584	20	8	2,366	37	m	FALSE	87,542		
585	20	0	5,631	37	m	FALSE	208,347		
586	20	5	2,349	37	m	FALSE	86,913		
587	20	3	2,383	37	m	FALSE	88,171		
588	20	5	2,3	37	m	FALSE	85,1		
589	20	2	2,398	37	m	FALSE	88,726		
590	20	6	4,732	37	m	FALSE	175,084		
591	20	7	2,349	37	m	FALSE	86,913		
592	20	8	2,351	37	m	FALSE	86,987		
593	20	3	2,332	37	m	FALSE	86,284		
594	20	2	3,565	37	m	FALSE	131,905		
595	20	7	8,03	37	m	FALSE	297,11		
596	20	1	2,365	37	m	FALSE	87,505		
597	20	3	2,35	37	m	FALSE	86,95		
598	20	8	2,318	37	m	FALSE	85,766		
599	20	2	2,364	37	m	FALSE	87,468		
600	20	1	2,347	37	m	FALSE	86,839		
601	20	6	2,367	37	m	FALSE	87,579		
602	20	4	2,316	37	m	FALSE	85,692		
603	20	8	2,683	37	m	FALSE	99,271		
604	20	2	2,9	37	m	FALSE	107,3		
605	20	8	3,584	37	m	FALSE	132,608		
606	20	0	5,029	37	m	FALSE	186,073		
607	20	7	2,349	37	m	FALSE	86,913		
608	20	2	2,349	37	m	FALSE	86,913		
609	20	1	2,367	37	m	FALSE	87,579		
610	21	7	2,764	40	m	FALSE	110,56		
611	21	2	2,349	40	m	FALSE	93,96		
612	21	9	3,249	40	m	FALSE	129,96		
613	21	8	7,146	40	m	FALSE	285,84		
614	21	7	2,333	40	m	FALSE	93,32		
615	21	1	2,366	40	m	FALSE	94,64		
616	21	2	2,365	40	m	FALSE	94,6		
617	21	7	6,831	40	m	FALSE	273,24		
618	21	0	2,331	40	m	FALSE	93,24		
619	21	8	2,383	40	m	FALSE	95,32		
620	21	7	10,43	40	m	FALSE	417,2		
621	21	6	7,146	40	m	FALSE	285,84		
622	21	2	2,332	40	m	FALSE	93,28		
623	21	6	2,366	40	m	FALSE	94,64		
624	21	5	2,332	40	m	FALSE	93,28		
625	21	4	2,348	40	m	FALSE	93,92		
626	21	7	6,566	40	m	FALSE	262,64		
627	21	2	2,348	40	m	FALSE	93,92		
628	21	5	2,333	40	m	FALSE	93,32		
629	21	1	2,349	40	m	FALSE	93,96		
630	21	8	9,545	40	m	FALSE	381,8		
631	21	0	2,35	40	m	FALSE	94		
632	21	5	6,581	40	m	FALSE	263,24		
633	21	2	43,114	40	m	FALSE	1724,56		
634	21	4	2,365	40	m	FALSE	94,6		
635	21	8	6,864	40	m	FALSE	274,56		
636	21	5	2,349	40	m	FALSE	93,96		
637	21	3	3,25	40	m	FALSE	130		
638	21	5	2,365	40	m	FALSE	94,6		
639	21	2	2,632	40	m	FALSE	105,28		
640	21	6	3,866	40	m	FALSE	154,64		
641	21	7	10,747	40	m	FALSE	429,88		
642	21	8	10,446	40	m	FALSE	417,84		
643	21	3	2,349	40	m	FALSE	93,96		
644	21	2	4,732	40	m	FALSE	189,28		
645	21	7	2,365	40	m	FALSE	94,6		
646	21	1	5,647	40	m	FALSE	225,88		
647	21	3	5,948	40	m	FALSE	237,92		
648	21	8	13,144	40	m	FALSE	525,76		
649	21	2	2,666	40	m	FALSE	106,64		
650	21	1	5,031	40	m	FALSE	201,24		
651	21	6	50,944	40	m	FALSE	2037,76		
652	21	4	62,353	40	m	FALSE	2494,12		
653	21	8	9,264	40	m	FALSE	370,56		
654	21	2	65,337	40	m	FALSE	2613,48		
655	21	8	4,764	40	m	FALSE	190,56		
656	21	0	3,549	40	m	FALSE	141,96		
657	21	7	3,831	40	m	FALSE	153,24		
658	21	2	2,349	40	m	FALSE	93,96		
659	21	1	2,368	40	m	FALSE	94,72		
660	23	7	2,796	29	m	FALSE	81,084		
661	23	2	2,365	29	m	FALSE	68,585		
662	23	9	2,332	29	m	FALSE	67,628		
663	23	8	2,332	29	m	FALSE	67,628		
664	23	7	2,349	29	m	FALSE	68,121		
665	23	1	2,35	29	m	FALSE	68,15		
666	23	2	2,35	29	m	FALSE	68,15		
667	23	7	2,365	29	m	FALSE	68,585		
668	23	0	2,35	29	m	FALSE	68,15		
669	23	8	2,332	29	m	FALSE	67,628		
670	23	7	2,348	29	m	FALSE	68,092		
671	23	6	5,066	29	m	FALSE	146,914		
672	23	2	2,348	29	m	FALSE	68,092		
673	23	6	2,349	29	m	FALSE	68,121		
674	23	5	2,333	29	m	FALSE	67,657		
675	23	4	2,348	29	m	FALSE	68,092		
676	23	7	2,368	29	m	FALSE	68,672		
677	23	2	10,444	29	m	FALSE	302,876		
678	23	5	4,448	29	m	FALSE	128,992		
679	23	1	2,334	29	m	FALSE	67,686		
680	23	8	4,148	29	m	FALSE	120,292		
681	23	0	2,35	29	m	FALSE	68,15		
682	23	5	2,332	29	m	FALSE	67,628		
683	23	2	2,382	29	m	FALSE	69,078		
684	23	4	2,331	29	m	FALSE	67,599		
685	23	8	2,35	29	m	FALSE	68,15		
686	23	0	2,35	29	m	FALSE	68,15		
687	23	5	2,348	29	m	FALSE	68,092		
688	23	3	3,848	29	m	FALSE	111,592		
689	23	5	3,849	29	m	FALSE	111,621		
690	23	2	2,948	29	m	FALSE	85,492		
691	23	6	2,649	29	m	FALSE	76,821		
692	23	7	2,349	29	m	FALSE	68,121		
693	23	8	2,349	29	m	FALSE	68,121		
694	23	3	6,847	29	m	FALSE	198,563		
695	23	2	2,349	29	m	FALSE	68,121		
696	23	7	2,366	29	m	FALSE	68,614		
697	23	1	2,315	29	m	FALSE	67,135		
698	23	3	2,365	29	m	FALSE	68,585		
699	23	8	2,349	29	m	FALSE	68,121		
700	23	2	2,349	29	m	FALSE	68,121		
701	23	1	2,335	29	m	FALSE	67,715		
702	23	6	2,347	29	m	FALSE	68,063		
703	23	4	2,35	29	m	FALSE	68,15		
704	23	8	4,465	29	m	FALSE	129,485		
705	23	2	3,817	29	m	FALSE	110,693		
706	23	8	4,463	29	m	FALSE	129,427		
707	23	0	2,348	29	m	FALSE	68,092		
708	23	7	2,35	29	m	FALSE	68,15		
709	23	2	2,333	29	m	FALSE	67,657		
710	23	1	2,381	29	m	FALSE	69,049		
711	24	7	5,314	68	f	FALSE	361,352		
712	24	2	4,482	68	f	FALSE	304,776		
713	24	9	6,546	68	f	FALSE	445,128		
714	24	8	14,61	68	f	FALSE	993,48		
715	24	7	6,864	68	f	FALSE	466,752		
716	24	1	37,748	68	f	FALSE	2566,864		
717	24	2	7,447	68	f	FALSE	506,396		
718	24	7	4,748	68	f	FALSE	322,864		
719	24	0	48,261	68	f	FALSE	3281,748		
720	24	8	58,44	68	f	FALSE	3973,92		
721	24	6	4,149	68	f	FALSE	282,132		
722	24	2	2,965	68	f	FALSE	201,62		
723	24	6	26,038	68	f	FALSE	1770,584		
724	24	5	3,848	68	f	FALSE	261,664		
725	24	4	4,448	68	f	FALSE	302,464		
726	24	7	2,368	68	f	FALSE	161,024		
727	24	2	11,643	68	f	FALSE	791,724		
728	24	5	2,632	68	f	FALSE	178,976		
729	24	1	50,327	68	f	FALSE	3422,236		
730	24	8	47,079	68	f	FALSE	3201,372		
731	24	0	14,044	68	f	FALSE	954,992		
732	24	5	11,645	68	f	FALSE	791,86		
733	24	2	50,962	68	f	FALSE	3465,416		
734	24	4	6,23	68	f	FALSE	423,64		
735	24	8	47,644	68	f	FALSE	3239,792		
736	24	0	48,861	68	f	FALSE	3322,548		
737	24	5	6,548	68	f	FALSE	445,264		
738	24	3	7,164	68	f	FALSE	487,152		
739	24	5	52,126	68	f	FALSE	3544,568		
740	24	2	2,365	68	f	FALSE	160,82		
741	24	6	11,645	68	f	FALSE	791,86		
742	24	7	4,465	68	f	FALSE	303,62		
743	24	8	11,328	68	f	FALSE	770,304		
744	24	3	2,367	68	f	FALSE	160,956		
745	24	2	2,932	68	f	FALSE	199,376		
746	24	7	2,333	68	f	FALSE	158,644		
747	24	1	2,349	68	f	FALSE	159,732		
748	24	3	7,446	68	f	FALSE	506,328		
749	24	8	102,571	68	f	FALSE	6974,828		
750	24	2	20,64	68	f	FALSE	1403,52		
751	24	1	27,555	68	f	FALSE	1873,74		
752	24	6	7,445	68	f	FALSE	506,26		
753	24	4	7,132	68	f	FALSE	484,976		
754	24	8	2,983	68	f	FALSE	202,844		
755	24	2	72,233	68	f	FALSE	4911,844		
756	24	8	9,546	68	f	FALSE	649,128		
757	24	0	3,832	68	f	FALSE	260,576		
758	24	7	6,246	68	f	FALSE	424,728		
759	24	1	5,632	68	f	FALSE	382,976		
760	26	7	4,796	23	m	TRUE	110,308		
761	26	2	3,547	23	m	TRUE	81,581		
762	26	9	3,532	23	m	TRUE	81,236		
763	26	8	2,367	23	m	TRUE	54,441		
764	26	7	2,332	23	m	TRUE	53,636		
765	26	1	2,348	23	m	TRUE	54,004		
766	26	2	2,366	23	m	TRUE	54,418		
767	26	7	2,367	23	m	TRUE	54,441		
768	26	0	2,315	23	m	TRUE	53,245		
769	26	8	2,349	23	m	TRUE	54,027		
770	26	7	2,351	23	m	TRUE	54,073		
771	26	6	2,366	23	m	TRUE	54,418		
772	26	2	2,315	23	m	TRUE	53,245		
773	26	6	2,382	23	m	TRUE	54,786		
774	26	5	2,334	23	m	TRUE	53,682		
775	26	4	2,364	23	m	TRUE	54,372		
776	26	7	2,316	23	m	TRUE	53,268		
777	26	2	2,35	23	m	TRUE	54,05		
778	26	5	2,349	23	m	TRUE	54,027		
779	26	1	2,384	23	m	TRUE	54,832		
780	26	8	2,316	23	m	TRUE	53,268		
781	26	0	5,351	23	m	TRUE	123,073		
782	26	5	2,379	23	m	TRUE	54,717		
783	26	2	2,599	23	m	TRUE	59,777		
784	26	4	2,365	23	m	TRUE	54,395		
785	26	8	6,848	23	m	TRUE	157,504		
786	26	0	2,349	23	m	TRUE	54,027		
787	26	5	2,35	23	m	TRUE	54,05		
788	26	3	2,349	23	m	TRUE	54,027		
